# ===========================================
# Inverse Lithography Optimization Log
# ===========================================
# Timestamp: 2025-12-24 19:18:38
# Optimizer Type: adam
# Loss Type: EPE
# Learning Rate: 0.005
# Initial Loss: 31.366941
# Target Shape: 100x100_t100_inverse_stage2
# Optimizer Parameters:
#   beta1: 0.9
#   beta2: 0.999
#   epsilon: 1e-08
#   lambda: 0.99999999
# ===========================================

iteration,loss,grad_norm,mask_min,mask_max,mask_mean,mask_std,adam_t,m_norm,v_norm,time_elapsed
0,31.366941087176826,8.707442013239026,0.0,1.0,0.20324245317902273,0.34932397773912177,0,0.0,0.0,0.006749868392944336
1,31.236785186738924,8.578429295598369,0.0,1.0,0.20364012829499867,0.34949851286621975,1,0.8707442013239025,0.0023974205315313735,0.033293962478637695
2,31.132935485638896,8.460063768854512,0.0,1.0,0.20403201916498334,0.34969309846394264,2,1.641422018022662,0.004704407978592316,0.040411949157714844
3,31.052226344320484,8.351331684685288,0.0,1.0,0.2044210466569527,0.3499089022667186,3,2.323022175652099,0.006929146192264982,0.04677605628967285
4,30.993605234081677,8.25307875322316,0.0,1.0,0.2048096895707719,0.35014419761296756,4,2.925344054544666,0.009079555768073148,0.07897591590881348
5,30.957438086487592,8.166473952628637,0.0,1.0,0.2052010010443054,0.35040154057286965,5,3.457312242070161,0.011164709813176937,0.08565092086791992
6,30.942198290726957,8.090616367243845,0.0,1.0,0.20559622788034057,0.3506798915864356,6,3.927100929684903,0.013193675535282596,0.11948895454406738
7,30.94940616353439,8.027120107208543,0.0,1.0,0.2059987423370548,0.35097487304854996,7,4.341989217232348,0.015174599341557475,0.13527703285217285
8,30.980143196398743,7.977142330739382,0.0,1.0,0.2064136454137837,0.35129335544096646,8,4.708716996456526,0.017115911780796904,0.15346884727478027
9,31.033166347924183,7.940096625774275,0.0,1.0,0.20683959136194202,0.3516331519666219,9,5.033482959199993,0.019025925321739388,0.15981292724609375
10,31.104441514050478,7.914831030082905,0.0,1.0,0.20727801211923833,0.35199400142024156,10,5.3218181170469325,0.02091233019012641,0.17324590682983398
11,31.186950228280462,7.897213902229767,0.0,1.0,0.2077292769319754,0.3523738253467584,11,5.578602748581703,0.022782004074709664,0.18108272552490234
12,31.28413159677183,7.890107588801731,0.0,1.0,0.20819359707259086,0.3527726818707426,12,5.807809130779256,0.024639741967553787,0.18735885620117188
13,31.395305143542316,7.893713786662108,0.0,1.0,0.20867092176163882,0.35319140968575485,13,6.01331323673593,0.026491394756869072,0.19909286499023438
14,31.515700681291094,7.905668948845238,0.0,1.0,0.2091600018769328,0.35362940093782247,14,6.198623558520451,0.028342573567815468,0.2121419906616211
15,31.643179273573757,7.925286696725027,0.0,1.0,0.20966032018141126,0.35408669262550696,15,6.366656278616975,0.030197923519377935,0.22274398803710938
16,31.751944066618826,7.942208307761128,0.0,1.0,0.21017157987803156,0.35455897031465633,16,6.519968804555978,0.03206181028945555,0.236785888671875
17,31.83982158325155,7.957420698425799,0.0,1.0,0.21069305190269502,0.35504651793728387,17,6.6597897520865965,0.03393364112322661,0.24533390998840332
18,31.805728848055992,7.946580101070102,0.0,1.0,0.21122295850916595,0.3555478926451769,18,6.787329684646683,0.03581317800636686,0.25415992736816406
19,31.765916338649767,7.937599453935801,0.0,1.0,0.2117573312969227,0.3560570098522708,19,6.90124753286551,0.037688440969659384,0.26204586029052734
20,31.730232995965732,7.929863473822987,0.0,1.0,0.21229465163220057,0.35657131496326905,20,7.003102295022044,0.039560907958130095,0.26955175399780273
21,31.695755247886233,7.922417827306488,0.0,1.0,0.21283448061594717,0.3570884295710769,21,7.09420632511769,0.04143177635025313,0.2768549919128418
22,31.65462327584831,7.913562203629974,0.0,1.0,0.2133758115837576,0.35760546691289957,22,7.175646511932285,0.04330179904670268,0.2833530902862549
