# ===========================================
# Inverse Lithography Optimization Log
# ===========================================
# Timestamp: 2025-12-25 16:25:38
# Optimizer Type: momentum
# Loss Type: EPE
# Learning Rate: 0.01
# Initial Loss: 61.002056
# Target Shape: 100x100_t100_inverse_stage1
# Optimizer Parameters:
#   momentum: 0.9
# ===========================================

iteration,loss,grad_norm,mask_min,mask_max,mask_mean,mask_std,velocity_norm,time_elapsed
0,61.00205635201121,14.69365384665462,0.0,0.996078431372549,0.2071843137254902,0.4042851547692322,0.0,0.006414890289306641
1,60.8430109773822,14.662552204248575,0.0,0.9980984821929884,0.20714788986834679,0.40414603581453085,0.1469365384665461,0.03660297393798828
2,60.54539457734065,14.603690827296882,0.0,1.0,0.2070766560899572,0.40388009937694636,0.2788680641410302,0.04312705993652344
3,60.11258924275467,14.51878120101693,0.0,1.0,0.2069321424022434,0.40342162476253746,0.39701566255567555,0.05929088592529297
4,59.512456092410055,14.392779281019866,0.0,1.0,0.2066765129878352,0.40270507030873737,0.5024943307701554,0.06610512733459473
5,58.78219942367359,14.234343539606197,0.0,1.0,0.2063370785377691,0.40179187311616066,0.5961549911864772,0.08024096488952637
6,57.96060095462517,14.050726036867824,0.0,1.0,0.20593931456966985,0.40073961160169175,0.6788475241536213,0.08692002296447754
7,57.07495930436539,13.846057627803724,0.0,1.0,0.20549545157141774,0.3995794194675083,0.751407219843915,0.09331679344177246
8,56.144943199406576,13.62310343305488,0.0,1.0,0.20501199454437224,0.398330604685307,0.8146253462799516,0.1002497673034668
9,55.19095781806961,13.38530035169409,0.0,1.0,0.2044948382168349,0.39701064819157333,0.8692400495088346,0.11484694480895996
10,54.23305181573403,13.136517761017892,0.0,1.0,0.20395037877314293,0.39563748699624285,0.9159489633259394,0.12715697288513184
11,52.943225570408316,12.797267998574576,0.0,1.0,0.20338400423460354,0.39422629319071223,0.955418057405312,0.13945603370666504
12,51.64818284772647,12.44636078946974,0.0,1.0,0.20280039751458118,0.3927906435898951,0.9874541009802609,0.15552401542663574
13,50.39020052688053,12.093890425460344,0.0,1.0,0.20220453665689203,0.39134400138739717,1.0126703718957124,0.16539812088012695
14,49.14282364187647,11.733358582331771,0.0,1.0,0.20160047819276797,0.38989741453853594,1.0317204247943021,0.17998003959655762
15,47.95503927478152,11.376628773834396,0.0,1.0,0.20099239253143675,0.38846101527821836,1.0451288561539749,0.18647193908691406
