# ===========================================
# Inverse Lithography Optimization Log
# ===========================================
# Timestamp: 2026-02-15 16:15:07
# Optimizer Type: Momentum-Edge-ConFIG
# Loss Type: PE+EPE (Fixed Weights + Momentum + Gradient Norm)
# Learning Rate: 0.1
# Initial Loss: 14291.231248
"# Target Shape: (1000, 1000)"
# Optimizer Parameters:
#   edge_pixel_range: 5
#   pe_weight: 1
#   epe_weight: 0
#   momentum_beta: 0
# ===========================================

iteration,loss,grad_norm,mask_min,mask_max,mask_mean,mask_std,time_elapsed
0,7145.615968222493,475.4919800181573,0.0,1.0,0.2407,0.42750849114374323,0.45921897888183594
1,6717.8567433600965,464.07652232026555,0.0,1.0,0.24036019137787631,0.4267589773634285,0.8858039379119873
2,6296.431672407289,450.41903883316894,0.0,1.0,0.24004446416773828,0.4260717644072172,1.311959981918335
3,5890.260901129195,435.4236560993447,0.0,1.0,0.23975319105646586,0.42544262633893265,1.7409820556640625
4,5527.005126997918,420.7517782866775,0.0,1.0,0.239486118337463,0.4248670437686016,2.169114112854004
5,5202.111519264541,406.74645275647754,0.0,1.0,0.2392416047465846,0.42434048838842486,2.6064398288726807
6,4911.112059486777,393.51601758176906,0.0,1.0,0.2390179029754906,0.42385877215516304,3.0198588371276855
7,4649.908059013982,381.05179184797436,0.0,1.0,0.23881311866877653,0.4234176627713321,3.4489779472351074
8,4415.444823067226,369.3240672621902,0.0,1.0,0.23862604743377352,0.42301402487668793,3.9039108753204346
9,4205.2806212876385,358.3037683831806,0.0,1.0,0.23845613027232268,0.4226455309891502,4.3579230308532715
10,4016.888742086217,347.94700704714165,0.0,1.0,0.23830311396298778,0.4223101198011727,4.7804248332977295
11,3837.670710901802,337.54203322096646,0.0,1.0,0.2381665623045435,0.42200624329071657,5.229503870010376
12,3674.946058089199,327.61755928726143,0.0,1.0,0.2380450734179656,0.4217323675023429,5.667762756347656
13,3530.031671219066,318.3305774051562,0.0,1.0,0.23793396120823856,0.42148361066327467,6.10716700553894
14,3401.0618208256856,309.67882543206036,0.0,1.0,0.23782994892957188,0.42125484773609007,6.5346949100494385
15,3285.819030186348,301.6132065182303,0.0,1.0,0.23773262507152584,0.4210424149115597,6.970979928970337
16,3182.7564075414366,294.1100684287438,0.0,1.0,0.2376414683120789,0.42084317627870904,7.41172981262207
17,3090.6136317023374,287.14655721658124,0.0,1.0,0.2375562515355582,0.42065389735219605,8.013787031173706
18,3008.3079076701415,280.7058160519596,0.0,1.0,0.23747872421387436,0.420470957196128,8.95331597328186
19,2934.964159812488,274.78171878484454,0.0,1.0,0.23741421136252153,0.42028912116739864,9.674245119094849
20,2870.02128318586,269.3989698257177,0.0,1.0,0.2373718823383284,0.4201025414411337,10.432062864303589
21,2813.3646165553528,264.6269120244773,0.0,1.0,0.23736471425445868,0.4199062338058553,11.009090900421143
22,2764.0123132783388,260.4955240361208,0.0,1.0,0.23740723575307998,0.41970154319527975,11.516073942184448
23,2718.0313971060114,256.78366940693326,0.0,1.0,0.23750893148348243,0.41950006623948255,11.961598873138428
24,2669.1798310263475,252.9802204227053,0.0,1.0,0.23766285765291814,0.4193231767709541,12.383880853652954
25,2614.8493613474516,248.71385927537125,0.0,1.0,0.23783370870328882,0.41918812060190336,12.820156812667847
26,2558.5944282290893,244.14325124939612,0.0,1.0,0.2379666643323179,0.41909546381547497,13.242973804473877
27,2506.9119056435147,239.88036395202388,0.0,1.0,0.23801794832104026,0.4190278759091377,13.66315484046936
28,2461.306434493773,236.14472618835032,0.0,1.0,0.23798165972188423,0.41896445906762825,14.077971935272217
29,2419.0483287896504,232.64075619779385,0.0,1.0,0.2378882235027933,0.4188968383383426,14.509890079498291
30,2379.7919376848677,229.28195056974187,0.0,1.0,0.2377715462321824,0.41882786348753476,14.933253049850464
31,2343.82074275952,226.103190479596,0.0,1.0,0.237649981982517,0.41875928094623427,15.36195182800293
32,2311.0290236132487,223.12279157629516,0.0,1.0,0.2375321391414931,0.4186926889012646,15.783410787582397
33,2281.273612556098,220.34826861370547,0.0,1.0,0.23742094929592888,0.4186281294891305,16.21831703186035
34,2254.1276138386356,217.75732174443962,0.0,1.0,0.2373158288357679,0.4185662974046084,16.64890694618225
35,2229.208322374493,215.32778735956796,0.0,1.0,0.23721492581936776,0.4185078451763298,17.07596206665039
36,2184.7861494961917,210.9311817317354,0.0,1.0,0.23711751368551692,0.41845221666347104,17.513704776763916
37,2142.151602051141,206.62988137568382,0.0,1.0,0.2370296061158285,0.4184012158860271,17.956942081451416
38,2101.7807941169567,202.48448649164683,0.0,1.0,0.23694919581768603,0.4183537439245599,18.371004104614258
39,2063.3899919969845,198.47855314317448,0.0,1.0,0.23687620565881562,0.41830922618630345,18.79263997077942
40,2026.4600407059072,194.56837404850594,0.0,1.0,0.23681083406810807,0.41826693649935254,19.218300819396973
41,1991.3935637488328,190.80305875936602,0.0,1.0,0.23675250707673923,0.41822725577943115,19.651051998138428
42,1958.1571895145792,187.1828238375393,0.0,1.0,0.23669980319768724,0.41819020655410255,20.082128047943115
43,1927.19753602509,183.76017313230352,0.0,1.0,0.236651597181877,0.4181555188488573,20.51495385169983
44,1897.4169023666805,180.42531932436535,0.0,1.0,0.23660725704866375,0.4181231471890408,20.9987051486969
45,1869.033969217388,177.20346729713796,0.0,1.0,0.23656652985051427,0.4180931194006217,21.69004797935486
46,1842.1430876698441,174.1077660734716,0.0,1.0,0.23652893600481356,0.4180651839149715,22.186524152755737
47,1816.8557489453108,171.15422226682452,0.0,1.0,0.23649423918104429,0.41803906045326306,22.76948595046997
48,1793.2018879580378,168.34947006625197,0.0,1.0,0.2364621364536073,0.41801448496832627,23.22660183906555
