# ===========================================
# Inverse Lithography Optimization Log
# ===========================================
# Timestamp: 2025-12-24 19:18:37
# Optimizer Type: adam
# Loss Type: PE
# Learning Rate: 0.01
# Initial Loss: 86.491734
# Target Shape: 100x100_t100_inverse_stage1
# Optimizer Parameters:
#   beta1: 0.9
#   beta2: 0.999
#   epsilon: 1e-08
#   lambda: 0.99999999
# ===========================================

iteration,loss,grad_norm,mask_min,mask_max,mask_mean,mask_std,adam_t,m_norm,v_norm,time_elapsed
0,86.49173356177457,19.99933495371867,0.0,0.996078431372549,0.2071843137254902,0.4042851547692322,0,0.0,0.0,0.015007972717285156
1,86.4857576762734,20.246752835468936,0.0,1.0,0.20813273469282348,0.4018387915734329,1,1.9999334953718682,0.01367378064096274,0.022436857223510742
2,86.5128646996416,20.496619279227588,0.0,1.0,0.2086269387675388,0.3987901035493095,2,3.8243569482837905,0.027525503762083167,0.042534828186035156
3,86.56231185077567,20.75018936895808,0.0,1.0,0.20905763719385773,0.395815124872401,3,5.491071281692452,0.041586738817822905,0.04920482635498047
4,86.65881649702767,21.011222501869888,0.0,1.0,0.20943630877634573,0.3929051477155749,4,7.016111947298004,0.05585961408324298,0.05600881576538086
5,86.78167057994789,21.275281902687304,0.0,1.0,0.20975556524054118,0.39006308224401204,5,8.414301895829286,0.0703494561093427,0.09192705154418945
6,86.92983998658269,21.542307321781838,0.0,1.0,0.21001546932863852,0.38728849772298624,6,9.698573961643506,0.08505863506642064,0.09910082817077637
7,87.191168775456,21.827003183417578,0.0,1.0,0.21021658992120396,0.38458119988673567,7,10.880588032552916,0.0999899016834267,0.10644674301147461
8,87.51916091115557,22.120841412813803,0.0,1.0,0.21035878507319822,0.38194034763588675,8,11.972274226336435,0.11515750343942882,0.11324095726013184
9,87.89150634135211,22.4200343380307,0.0,1.0,0.21044311464636403,0.379363675608723,9,12.98356524304242,0.13056959704161294,0.12627506256103516
10,88.30557921319479,22.723688776926338,0.0,1.0,0.21047214697532154,0.37684851705267064,10,13.92304948961639,0.14623194795954267,0.14296984672546387
11,87.4486277534543,22.709388700702863,0.0,1.0,0.21044399484616952,0.3743949265179996,11,14.798380058340111,0.16214978714070669,0.15144896507263184
12,86.00629638498414,22.54015557971439,0.0,1.0,0.21036841547993895,0.37200085974982355,12,15.585098702117921,0.17802530347096598,0.16177988052368164
13,84.58732034082635,22.364862263761307,0.0,1.0,0.2102559473015164,0.3696638520459496,13,16.276713267983798,0.1937079576174346,0.16968798637390137
14,83.21077263652154,22.188586174790643,0.0,1.0,0.21010710509378777,0.36738630899019503,14,16.88186590607782,0.20918606884424498,0.18037772178649902
15,81.8758754552163,22.011916105007575,0.0,1.0,0.20993187860429557,0.36516656944556747,15,17.40893233059655,0.22445303415925325,0.18711185455322266
16,80.58001174764203,21.834686166009533,0.0,1.0,0.20973842543265536,0.3630023512664764,16,17.865561232329586,0.23950223109319604,0.19605493545532227
17,79.31287397693065,21.653632330689998,0.0,1.0,0.20952523388933308,0.3608941590578494,17,18.258663268912027,0.2543266933476804,0.20311808586120605
