# ===========================================
# Inverse Lithography Optimization Log
# ===========================================
# Timestamp: 2025-12-25 16:05:44
# Optimizer Type: momentum
# Loss Type: PE
# Learning Rate: 0.005
# Initial Loss: 39.699260
# Target Shape: 100x100_t100_inverse_stage2
# Optimizer Parameters:
#   momentum: 0.9
# ===========================================

iteration,loss,grad_norm,mask_min,mask_max,mask_mean,mask_std,velocity_norm,time_elapsed
0,39.699259912948186,6.812696145604864,0.0,1.0,0.18551129640775524,0.3539879237350602,0.0,0.014171838760375977
1,39.697564224436974,6.8119644722316135,0.0,1.0,0.18551454145052856,0.3539881860180231,0.034063480728024294,0.025041818618774414
2,39.694374054597134,6.810595590000505,0.0,1.0,0.1855206860022407,0.35398867647935134,0.06471694722790111,0.04046964645385742
3,39.6898900390618,6.808690595325882,0.0,1.0,0.1855294212244295,0.35398940820580466,0.09229817244621408,0.0469357967376709
4,39.68432681808892,6.806367820078181,0.0,1.0,0.1855404683435414,0.35399038466412663,0.11711160499019299,0.05762171745300293
5,39.677860811723335,6.803727948731776,0.0,1.0,0.1855535461479344,0.3539916271156026,0.13943178422062313,0.06421184539794922
6,39.67074669816752,6.800936456856519,0.0,1.0,0.18556848156496936,0.35399311354359453,0.15950624922927653,0.0812680721282959
7,39.66307851051618,6.798014687671256,0.0,1.0,0.185584942603586,0.353994915826978,0.1775585761627379,0.08757686614990234
8,39.65498486277903,6.795024621271098,0.0,1.0,0.1856026750107467,0.35399707500963784,0.19379006967847828,0.10088992118835449
9,39.64664665470849,6.792047709632932,0.0,1.0,0.18562140043583775,0.35399937602116177,0.2083822100150295,0.11832785606384277
10,39.63817122945573,6.789139314052821,0.0,1.0,0.18564087911157548,0.35400171675175396,0.22149875884186213,0.12520980834960938
11,39.62969887493381,6.7864108171099025,0.0,1.0,0.18566109762685792,0.3540044123117684,0.23328741193211938,0.14499998092651367
12,39.621497484410696,6.784046109491843,0.0,1.0,0.18568202293799366,0.354007422297483,0.24388168468419033,0.1513988971710205
13,39.61296386902992,6.7815835632957775,0.0,1.0,0.185703236236843,0.35401053120077014,0.25340272861568225,0.1671907901763916
14,39.6045182701784,6.779267651107398,0.0,1.0,0.1857249035205715,0.3540139359898843,0.2619573067800468,0.17340803146362305
