# ===========================================
# Inverse Lithography Optimization Log
# ===========================================
# Timestamp: 2026-01-14 21:00:20
# Optimizer Type: adam
# Loss Type: PE
# Learning Rate: 0.01
# Initial Loss: 87.111983
# Target Shape: 100x100_t100_inverse_stage1
# Optimizer Parameters:
#   beta1: 0.9
#   beta2: 0.999
#   epsilon: 0.01
# ===========================================

iteration,loss,grad_norm,mask_min,mask_max,mask_mean,mask_std,adam_t,m_norm,v_norm,time_elapsed
0,87.11198291450003,20.229293864187653,0.0,0.996078431372549,0.2071843137254902,0.4042851547692322,0,0.0,0.0,0.008078813552856445
1,86.7841734205368,20.35504585979234,0.0,1.0,0.20732736061943216,0.40274464943086097,1,2.022929386418764,0.013924076301938693,0.015169143676757812
2,86.37929251592787,20.456265274467505,0.0,1.0,0.2070952556435002,0.4005441261192695,2,3.8559776718897085,0.027912590238435064,0.021443843841552734
3,86.02361576020559,20.567381334662574,0.0,1.0,0.20684018269616605,0.3983614416721841,3,5.51572004826958,0.04197120906692523,0.06015801429748535
4,85.69097075414872,20.68156664244013,0.0,1.0,0.20656572792652164,0.39620170382889003,4,7.020403216931741,0.05610724315791922,0.06664299964904785
5,85.38825171097238,20.80035214245805,0.0,1.0,0.20626970830904237,0.39406519538334717,5,8.385787822577118,0.07032161295308352,0.07292914390563965
6,85.10815901506713,20.921612401762072,0.0,1.0,0.20595171582012387,0.39195198112064095,6,9.626221198255408,0.08461681948601545,0.11105489730834961
7,84.84914722366908,21.04500422383429,0.0,1.0,0.20561238655259773,0.3898613591608528,7,10.75441563405477,0.09899333199706042,0.12330102920532227
8,84.60967552052712,21.17013465384867,0.0,1.0,0.20525135842519956,0.3877935081232239,8,11.781784658063678,0.11345116555609411,0.13877201080322266
9,84.38984520988983,21.297149414704432,0.0,1.0,0.2048693149285718,0.38574825035433213,9,12.718571047025462,0.1279902065038651,0.15260004997253418
10,84.18795095435037,21.42519742827327,0.0,1.0,0.20446409739954807,0.3837265971654906,10,13.574007994276842,0.1426103145967523,0.1626598834991455
11,84.00367525183378,21.554251296905928,0.0,1.0,0.20403612808139787,0.38172803099015284,11,14.356335325993166,0.15731084903730655,0.17467594146728516
12,83.83431912880722,21.683507856961423,0.0,1.0,0.20358546636253524,0.37975208009560313,12,15.072969064064422,0.17209097599211226,0.1873159408569336
13,83.68012213683116,21.813052207822018,0.0,1.0,0.20311192311302176,0.3777971815742482,13,15.730512008793202,0.18694927569204223,0.2006840705871582
