# ===========================================
# Inverse Lithography Optimization Log
# ===========================================
# Timestamp: 2026-01-20 21:27:40
# Optimizer Type: ConFIG
# Loss Type: EPE+PE (ConFIG fused)
# Learning Rate: 0.01
# Initial Loss: 135.230310
# Target Shape: 100x100_t100_inverse_config
# Optimizer Parameters:
#   use_momentum: False
#   beta_1: 0.9
#   beta_2: 0.999
# ===========================================

iteration,loss,grad_norm,mask_min,mask_max,mask_mean,mask_std,time_elapsed
0,135.23030971709258,28.56459783601505,0.0,0.996078431372549,0.2071843137254902,0.4042851547692322,0.02514195442199707
1,129.28611497197176,14.941766657608682,0.0,1.0,0.20797280842323995,0.4040084384638798,0.029842853546142578
2,130.6958835587556,6.80017695370987,0.0,1.0,0.20822474071126681,0.4042175287334374,0.03248190879821777
3,131.62517339520684,15.116335697818876,0.0,1.0,0.2082888444440257,0.40427032212984704,0.03453993797302246
4,128.92940899679434,29.046252652106947,0.0,1.0,0.20839219788121918,0.4040517005878539,0.03670763969421387
5,128.94498925183473,19.89307131059071,0.0,1.0,0.20902959331557985,0.4040595556069912,0.039346933364868164
6,128.48464531590824,16.875731470881522,0.0,1.0,0.2092693197214428,0.4038749255742927,0.041693925857543945
7,128.2501868654308,6.793912355631966,0.0,1.0,0.20943574067119397,0.4037053676996258,0.04395270347595215
8,128.4814502345158,47.01846879275364,0.0,1.0,0.2094523365150336,0.4036280659713446,0.046623945236206055
9,121.48585861962937,24.341700721983347,0.0,1.0,0.21086855826632114,0.4030628096243163,0.04950284957885742
10,116.67484465380159,42.17119757799846,0.0,1.0,0.21107731248544614,0.4025743598912003,0.05164170265197754
11,114.98022021660117,17.327519041981642,0.0,1.0,0.21221410765207838,0.40236859452886015,0.05352377891540527
12,114.11528752481856,24.588007673631505,0.0,1.0,0.21238703583826782,0.4021901141896565,0.055406808853149414
13,112.03030849677852,6.363111664694715,0.0,1.0,0.21274924671156267,0.4019297515150581,0.0581817626953125
14,112.0000046932079,10.991605644108255,0.0,1.0,0.21276718123190017,0.40185273178840236,0.060594797134399414
15,111.68608547634474,16.364882420383594,0.0,1.0,0.2128344939384278,0.4017276965448052,0.06269097328186035
16,108.73067489693017,9.495339563844565,0.0,1.0,0.21292046945983453,0.4015832555917431,0.06478571891784668
17,109.92922049961629,36.76698221392861,0.0,1.0,0.21302372673959036,0.40166116987670347,0.06737470626831055
18,105.71018103550249,5.960989634063856,0.0,1.0,0.21384316772129064,0.40131057856129715,0.07024383544921875
19,104.99867157995018,11.700463524809983,0.0,1.0,0.2138231425473704,0.4012342151550127,0.07275581359863281
20,103.45667810676059,8.30664221248968,0.0,1.0,0.2138233231573093,0.4010768204479209,0.07485365867614746
21,104.41444705240193,36.740098571276846,0.0,1.0,0.21390603166414454,0.40114019853755223,0.0768277645111084
22,98.43048534563918,27.542941517073,0.0,1.0,0.2144801822611991,0.40061380568379223,0.07879376411437988
23,99.06788221977293,14.160893837420932,0.0,1.0,0.21503212347291584,0.40071718453473937,0.08135581016540527
24,98.60890409577759,7.99276409790215,0.0,1.0,0.21515294492831222,0.4005956953969016,0.08403182029724121
25,97.45680570043842,23.8740301364593,0.0,1.0,0.21514214935260947,0.4005250823516065,0.08636879920959473
26,96.11929246618044,18.599029141437885,0.0,1.0,0.21552753585965898,0.4004226401865003,0.08857488632202148
27,94.6890004540498,14.848790017091096,0.0,1.0,0.21574581062679016,0.4002442456292584,0.09392476081848145
28,92.67260228536254,31.15242409467506,0.0,1.0,0.21577151290841265,0.40007253112153235,0.10083293914794922
29,90.4793835026712,13.289123013004929,0.0,1.0,0.21641069568927757,0.399976332501875,0.10518383979797363
30,88.96354227677185,56.27277337975461,0.0,1.0,0.21640929364671052,0.3997882948932674,0.10933589935302734
31,80.71538797131991,8.085473717233958,0.0,1.0,0.2181264275979276,0.399281808115789,0.11149883270263672
32,80.43680653320001,41.34507464688693,0.0,1.0,0.2181560386830155,0.3991908978685771,0.11354184150695801
33,75.44547432287939,52.49907175685391,0.0,1.0,0.21891161903316633,0.3986674026075904,0.11547374725341797
34,67.39130322942984,47.284145804687626,0.0,1.0,0.22035766163678808,0.3981253668909963,0.11749696731567383
35,60.91187222751013,21.542420486214404,0.0,1.0,0.22153027178978374,0.397591859985334,0.11949276924133301
36,58.257485805826995,35.327533314667754,0.0,1.0,0.2218721990590981,0.39762395195698835,0.12151980400085449
37,55.28185672776037,28.82808147510631,0.0,1.0,0.2225293552071361,0.3972519558618265,0.12360477447509766
38,51.783550482991146,35.85262567420974,0.0,1.0,0.22309072340380062,0.3972006611027237,0.12566876411437988
39,48.336607399935346,38.937613480548734,0.0,1.0,0.22385772206188076,0.3968599290036011,0.12856388092041016
40,43.77887955123897,25.564793892556676,0.0,1.0,0.22488069520110526,0.39660978368070904,0.13120079040527344
41,42.52486959247572,36.21954992022953,0.0,1.0,0.2252984339000504,0.39637504723154776,0.13426995277404785
42,38.633158308178814,28.865279480863176,0.0,1.0,0.2262609044818895,0.3961279633688462,0.13654875755310059
43,36.7774515201398,34.67467375218268,0.0,1.0,0.22685987201291674,0.39588617071238164,0.13866186141967773
44,33.39922954750711,30.647894786260036,0.0,1.0,0.22784343091366527,0.39563336441855884,0.1405339241027832
45,31.177014646635108,30.360953865691204,0.0,1.0,0.2286288930154667,0.3953702898938683,0.1425778865814209
46,28.77192947363342,27.977027648375618,0.0,1.0,0.2294874006346393,0.39513975632180703,0.14466094970703125
47,26.786078585094927,23.128896312173072,0.0,1.0,0.23027079556679306,0.39493217604904357,0.14673471450805664
48,25.21670237649534,23.32197886647631,0.0,1.0,0.2309031873271435,0.3948018341166782,0.14882397651672363
49,24.019119455035266,22.379309021885284,0.0,1.0,0.23148835595864092,0.3946368151040379,0.15129804611206055
50,22.726804597508327,20.77794919504309,0.0,1.0,0.23212573887420307,0.39450178855550355,0.153580904006958
51,21.814062382382104,19.14141993134732,0.0,1.0,0.23264849683677813,0.3943630469578178,0.15575861930847168
52,21.106744666816414,19.256441443055657,0.0,1.0,0.233095854621593,0.394236601455837,0.15781378746032715
53,20.32782228838046,18.443729156294385,0.0,1.0,0.23360257301831494,0.39412105449845736,0.15981268882751465
54,19.589082486548982,17.44781035220002,0.0,1.0,0.23411070950274762,0.3940203960265982,0.1623086929321289
55,18.930614675033624,16.584570658750888,0.0,1.0,0.23459702635597646,0.39392999840769105,0.16476082801818848
56,18.39609522635142,15.819232353446589,0.0,1.0,0.23503664414865888,0.39384161474082935,0.16718101501464844
