# ===========================================
# Inverse Lithography Optimization Log
# ===========================================
# Timestamp: 2026-01-18 22:18:45
# Optimizer Type: cg
# Loss Type: EPE
# Learning Rate: 0.005
# Initial Loss: 16548.448653
# Target Shape: 1000x1000_gcd_45nm_origin_025_stage2
# ===========================================

iteration,loss,grad_norm,mask_min,mask_max,mask_mean,mask_std,direction_norm,beta,time_elapsed
0,16548.448653124833,520.4296000409681,0.0,1.0,0.2391028024464139,0.3927801046026471,0,0.1530590057373047
