# ===========================================
# Inverse Lithography Optimization Log
# ===========================================
# Timestamp: 2026-01-18 22:11:43
# Optimizer Type: cg
# Loss Type: EPE
# Learning Rate: 0.005
# Initial Loss: 42.300850
# Target Shape: 100x100_cell160_stage2
# ===========================================

iteration,loss,grad_norm,mask_min,mask_max,mask_mean,mask_std,direction_norm,beta,time_elapsed
0,42.30084983910809,32.42011610965498,0.0,1.0,0.11202560147508193,0.2546389607051816,0,0.0010089874267578125
