# ===========================================
# Inverse Lithography Optimization Log
# ===========================================
# Timestamp: 2025-12-24 19:21:45
# Optimizer Type: adam
# Loss Type: PE
# Learning Rate: 0.01
# Initial Loss: 86.782790
# Target Shape: 100x100_t100_inverse_stage1
# Optimizer Parameters:
#   beta1: 0.9
#   beta2: 0.999
#   epsilon: 1e-08
#   lambda: 0.99999999
# ===========================================

iteration,loss,grad_norm,mask_min,mask_max,mask_mean,mask_std,adam_t,m_norm,v_norm,time_elapsed
0,86.78279008547572,20.130899364072906,0.0,0.996078431372549,0.2071843137254902,0.4042851547692322,0,0.0,0.0,0.006602048873901367
1,86.76176925253253,20.366514136282262,0.0,1.0,0.20818765239304513,0.4018452561080105,1,2.0130899364072903,0.013827690898673807,0.021477222442626953
2,86.78686137932112,20.61015212107312,0.0,1.0,0.20872334846161203,0.39880200667804894,2,3.8481931973173054,0.027826869121236567,0.027914047241210938
3,86.841110336471,20.858860733948728,0.0,1.0,0.20919409263112448,0.39583755031044077,3,5.523908120817627,0.042034390697798574,0.039190053939819336
4,86.94221089628083,21.116091297424056,0.0,1.0,0.2096145255364953,0.39294098671807115,4,7.056580381589644,0.05645442121053381,0.045667171478271484
5,87.09920357552022,21.383157538499958,0.0,1.0,0.2099781191203968,0.390107751167748,5,8.4612853134186,0.07109398926231954,0.05217623710632324
6,87.28939947934937,21.65665104857264,0.0,1.0,0.21028311211957812,0.38734027797551884,6,9.751739682832254,0.08596171337468042,0.06714820861816406
7,87.56964817203064,21.944915228736008,0.0,1.0,0.2105306583110742,0.3846357744887587,7,10.939975574133662,0.10106411204481085,0.07370233535766602
8,87.951556298234,22.249118471447872,0.0,1.0,0.21072222477566657,0.3819939439878439,8,12.037643469077839,0.11641442164425565,0.08195304870605469
9,88.3809920514332,22.559870989385068,0.0,1.0,0.21085447579745759,0.3794163402912753,9,13.055351411978814,0.13202692036498975,0.09057307243347168
10,88.8557726239226,22.876406057173764,0.0,1.0,0.21092816839565798,0.37690083595629403,10,14.001757620118784,0.14790883297732277,0.09905529022216797
11,89.1048721939912,23.132532392606368,0.0,1.0,0.21094326460164126,0.3744459158886593,11,14.884594678092245,0.16406754572604476,0.11360311508178711
12,87.80357901412569,23.006499655746197,0.0,1.0,0.21090087318254977,0.3720532335184893,12,15.70440576313498,0.1804473607596927,0.12003922462463379
13,86.47774687006583,22.86429808826637,0.0,1.0,0.21081408551858288,0.36972123824027114,13,16.4303108491779,0.1966846144177338,0.12650704383850098
14,85.18357923229293,22.720013461244744,0.0,1.0,0.21069089059368057,0.3674492092020735,14,17.06981323231394,0.21275883219012462,0.1382310390472412
15,83.92316363604105,22.574866327672993,0.0,1.0,0.21054582227214974,0.36523389935559636,15,17.631136185682198,0.22866289876609067,0.14740514755249023
16,82.69396408932309,22.42828365432515,0.0,1.0,0.21038200130678314,0.3630758709138113,16,18.12185185138284,0.24438940672454695,0.15370440483093262
17,81.48983576177419,22.278604023643677,0.0,1.0,0.2102006126317137,0.3609770424096718,17,18.548771664854147,0.25992994931870134,0.17380714416503906
18,80.30785660029062,22.124312224042452,0.0,1.0,0.20999708181769502,0.3589396825922339,18,18.917904215002388,0.2752742848011576,0.18592429161071777
19,79.15568658240954,21.967790817660962,0.0,1.0,0.20977869323725667,0.3569594502278134,19,19.234533736266776,0.2904106258472402,0.20113635063171387
20,78.03376348020132,21.80880460935909,0.0,1.0,0.2095519841566668,0.3550351725482051,20,19.50366299466156,0.3053287245559712,0.20895004272460938
