# ===========================================
# Inverse Lithography Optimization Log
# ===========================================
# Timestamp: 2026-01-19 00:10:56
# Optimizer Type: momentum
# Loss Type: PE
# Learning Rate: 0.01
# Initial Loss: 8035.607208
"# Target Shape: (1000, 1000)"
# ===========================================

iteration,loss,grad_norm,mask_min,mask_max,mask_mean,mask_std,velocity_norm,time_elapsed
0,8035.607207758912,258.3349554182678,0.0,1.0,0.2407,0.4275084911437432,0.0,0.16461491584777832
1,7834.569685775469,276.7299950824475,0.0,1.0,0.24121328960875577,0.42703419332022213,2.5833495541826803,0.335054874420166
2,7386.867128079519,324.98546076073404,0.0,1.0,0.24220929233656835,0.4261519869874141,5.087518713172208,0.5049209594726562
3,6548.462362546959,416.99674363629475,0.0,1.0,0.2436959226110356,0.42493315605476273,7.79595867848125,0.6695671081542969
4,5004.365253918309,511.26773424439114,0.0,1.0,0.24573369669468817,0.423462873564882,11.091287955035614,0.8377258777618408
5,2903.0805851907426,351.2867107340483,0.0,1.0,0.2483709060370898,0.4219171834176639,14.94056204517861,1.005335807800293
6,1889.6584850706388,142.13691869114572,0.0,1.0,0.2512961479647615,0.42063994403443383,16.806846419561488,1.1733450889587402
7,1686.639573650345,98.56026104441015,0.0,1.0,0.25412463442801736,0.4197791045631512,16.067808206686273,1.3407199382781982
8,2032.8065589315265,200.24470265435184,0.0,1.0,0.2567471526062967,0.41928398826101587,14.756504865384187,1.5055899620056152
9,3815.366674266541,507.5050830066612,0.0,1.0,0.25889081378287304,0.41902890270889964,12.191074768134065,1.6903178691864014
10,4999.174634411619,518.3643891354487,0.0,1.0,0.2600663372812234,0.41875556224671023,8.011962501293644,1.8713140487670898
11,4597.415510688382,512.7709666639408,0.0,1.0,0.2603368321568415,0.41831559377886346,7.020400573880254,2.054041862487793
12,2939.2542584490993,267.52312958681637,0.0,1.0,0.25959601600263965,0.4173874481346643,9.345153664357788,2.2343387603759766
13,2470.0624061440326,167.8722676607241,0.0,1.0,0.25843004370631123,0.4164077296128054,10.378347426102431,2.412766933441162
14,2459.995690753015,163.97147107741935,0.0,1.0,0.25723498161149283,0.41558563700431006,10.143580240350355,2.597571849822998
15,2799.8484553462226,236.7891563253193,0.0,1.0,0.2561730553239839,0.4149175180695975,9.729290899267776,2.780066728591919
16,3317.51247132199,330.5873165906512,0.0,1.0,0.25547335098124274,0.4145502550508694,8.78237756864108,2.9613568782806396
17,3306.785188405721,290.91399101522103,0.0,1.0,0.2553468529975528,0.4145170286331896,8.21582487658445,3.1400818824768066
18,3064.817740589233,204.55378621433354,0.0,1.0,0.2556553043217153,0.4146899067113333,8.525653576838724,3.317079782485962
19,2995.9765934683664,171.4194658369928,0.0,1.0,0.25605176887586545,0.41488790269788806,8.80090769303027,3.4950449466705322
20,2998.384759730357,164.19729401970307,0.0,1.0,0.2563891792366075,0.4150231464433651,8.88291433234946,3.674316883087158
21,3011.722714028448,167.28170437426672,0.0,1.0,0.25661842644104615,0.4150829059598206,8.953780368917586,3.850037097930908
22,3057.9748085005344,182.3430188623862,0.0,1.0,0.2567270583105269,0.41506990740447286,9.056335762963302,4.035745143890381
23,3169.4045233165707,199.6458350478556,0.0,1.0,0.25671272111831733,0.41503637635575125,9.195173557905438,4.214625120162964
24,3316.84509481788,203.5402341127215,0.0,1.0,0.2565602831959677,0.41499075149914644,9.33154424056289,4.391098976135254
25,3449.251925645847,196.04218135252822,0.0,1.0,0.2562657748624972,0.4149226320955608,9.47886157727811,4.565078020095825
26,3556.9857184627426,186.98600840570586,0.0,1.0,0.25586640333996225,0.41483419736436206,9.656961007985355,4.739118814468384
27,3672.4780626602665,188.78834993596837,0.0,1.0,0.25541682727356924,0.41474846891187384,9.83217742267694,4.9125189781188965
28,3810.019299607446,193.14444126470292,0.0,1.0,0.25497725925000553,0.4146690449047972,9.989200749886724,5.086382865905762
29,3947.763311367754,190.13160303708466,0.0,1.0,0.2545704032477692,0.4145929931793252,10.108602566404452,5.258115768432617
30,4064.783436402657,188.2841271107067,0.0,1.0,0.25422597450662293,0.4145306045120123,10.19361386994259,5.437975883483887
31,4150.645328371129,191.7658792197555,0.0,1.0,0.2539546774061079,0.4144600149550313,10.309015913787675,5.6168458461761475
32,4217.3614146377495,198.54730976347625,0.0,1.0,0.25373514000559977,0.4143885276121013,10.487045806917623,5.798009872436523
33,4279.237592799,201.30633831098604,0.0,1.0,0.2535381996945144,0.4143005323657972,10.723409437205296,5.979281902313232
34,4343.404785482276,199.73437015101993,0.0,1.0,0.2533599164888489,0.4142012618642437,10.97166274036715,6.156961917877197
35,4438.258776897052,199.93787276766727,0.0,1.0,0.2531933353660203,0.41408764678492904,11.200288445126624,6.333544969558716
36,4572.699830118312,205.13725683408822,0.0,1.0,0.25305272691712044,0.4139764979611432,11.36401753121521,6.507720947265625
37,4704.327288984935,201.9276802386854,0.0,1.0,0.25295928368005405,0.4138791231361911,11.506883305967593,6.684774875640869
38,4803.784926268021,196.82837521690564,0.0,1.0,0.25290706532079765,0.4137992895910744,11.644391941985724,6.858799934387207
39,4874.19273142884,192.03486173631202,0.0,1.0,0.2528903824817024,0.41372979828255074,11.790431580270207,7.041737079620361
40,4950.401584355974,187.30645788518942,0.0,1.0,0.252887627399508,0.4136507850703233,11.896792280640238,7.21974778175354
41,5028.3851933118785,186.49517981537176,0.0,1.0,0.2528859815747135,0.4135666135152499,11.948952601547775,7.408107042312622
42,5110.665609844946,190.83666625202892,0.0,1.0,0.25288125316762095,0.4134655255960184,11.97056767389284,7.598262071609497
43,5171.586558820798,196.30299329565884,0.0,1.0,0.25285974207698075,0.41333585856630173,11.986502498330225,7.78689169883728
44,5202.638278868379,198.18037278085265,0.0,1.0,0.25282280591215306,0.413186575047297,12.061592613797533,7.974246025085449
45,5235.876498042154,196.43870578225338,0.0,1.0,0.25277825165699885,0.41302544836373944,12.177020508041116,8.16044807434082
46,5300.437264428012,198.53902120102936,0.0,1.0,0.25274211093614535,0.412866387667188,12.258054132541009,8.344305992126465
47,5374.19992746522,200.29630424732835,0.0,1.0,0.25273238688103006,0.4127156411099501,12.309426711800084,8.532975912094116
48,5436.829139178435,197.7660845986647,0.0,1.0,0.25274530328729977,0.4125830419159662,12.364168330092857,8.717346906661987
49,5478.101323092636,194.20457833913693,0.0,1.0,0.25278081345121256,0.4124512815521161,12.445612083594261,8.900490999221802
50,5499.399040758932,192.1541140582523,0.0,1.0,0.25283031387639987,0.4123146008775294,12.553025726556097,9.079360723495483
51,5508.5770057553,192.80293740911773,0.0,1.0,0.25288240403421725,0.4121775878191963,12.655956635880163,9.25523591041565
52,5513.244080057338,195.74966330431667,0.0,1.0,0.2529280319568012,0.4120316206661045,12.756745094977134,9.431519985198975
53,5517.4963237564225,197.77077750880778,0.0,1.0,0.2529642717471318,0.41187379957306586,12.846903310319554,9.604840993881226
54,5536.4724495638275,199.22663927401948,0.0,1.0,0.25299558993536503,0.41171507841283966,12.902246710543103,9.78150486946106
55,5571.124802822625,202.3112891865043,0.0,1.0,0.25303329860652435,0.41155091662921944,12.91907125885555,9.957901954650879
56,5609.806487453051,205.6711598372287,0.0,1.0,0.25308385637008046,0.4113780869096625,12.941942649343654,10.135771989822388
57,5645.704921626729,210.76944516210014,0.0,1.0,0.2531534671653167,0.41120543016281447,12.994458678755482,10.311739921569824
58,5668.669829088096,213.78544779567014,0.0,1.0,0.25324298805574286,0.4110419452797379,13.080665934296636,10.490439891815186
59,5683.660742254007,211.4853478445751,0.0,1.0,0.2533525565369676,0.41087813000835205,13.198794983598102,10.667165994644165
60,5707.663702558389,205.55387315812806,0.0,1.0,0.2534717333278287,0.4107093082664033,13.314851883071983,10.847429990768433
61,5749.993695845539,203.58379425467692,0.0,1.0,0.25359056223350884,0.41054226897467544,13.372311964229688,11.023904085159302
62,5811.410653293174,206.99357194803392,0.0,1.0,0.25370323878649037,0.41037582416954943,13.390732745282106,11.208624839782715
63,5880.992779956436,213.29086062829745,0.0,1.0,0.25380141029823555,0.4102092161827368,13.41092714226345,11.38582992553711
64,5920.587505027037,218.69846634009215,0.0,1.0,0.25387503263958977,0.4100341164747712,13.472606839898765,11.565420866012573
65,5951.197122320508,226.56708249340235,0.0,1.0,0.25392684359818424,0.4098506448019715,13.573322670630278,11.748032808303833
66,5959.826710599951,233.22668463014054,0.0,1.0,0.253956958212025,0.4096569054954905,13.716267561060606,11.927090883255005
67,5976.03548178456,235.76360437573803,0.0,1.0,0.25397586497328967,0.40946040818019086,13.881439717159662,12.109204053878784
68,6014.893346895114,234.07215953772402,0.0,1.0,0.2539964271642322,0.40926266116584953,14.039091910738943,12.299100875854492
69,6079.732037605599,227.50594587036656,0.0,1.0,0.2540418158056129,0.4090696653215274,14.172526955266258,12.481921911239624
70,6173.407862197162,220.6577326392739,0.0,1.0,0.25412331379757686,0.4088889316786717,14.266533188455407,12.664638042449951
71,6285.989548198539,215.38462103819646,0.0,1.0,0.2542239753639627,0.4087137735991388,14.306631658214187,12.845196723937988
72,6408.8758253161695,214.74615105544981,0.0,1.0,0.25433708618730894,0.4085462023424495,14.301320897316847,13.022105932235718
73,6532.255703431536,218.05422268752093,0.0,1.0,0.254459091086154,0.4083910039679035,14.277958223961075,13.19864296913147
74,6650.5939498915295,225.35692281343248,0.0,1.0,0.25458518556543797,0.4082516194614408,14.259290490132317,13.377748012542725
75,6752.811820743923,233.2630549385631,0.0,1.0,0.2547188890002705,0.4081216440675821,14.269568848570229,13.55449390411377
