# ===========================================
# Inverse Lithography Optimization Log
# ===========================================
# Timestamp: 2025-12-24 19:21:46
# Optimizer Type: adam
# Loss Type: EPE
# Learning Rate: 0.005
# Initial Loss: 29.954645
# Target Shape: 100x100_t100_inverse_stage2
# Optimizer Parameters:
#   beta1: 0.9
#   beta2: 0.999
#   epsilon: 1e-08
#   lambda: 0.99999999
# ===========================================

iteration,loss,grad_norm,mask_min,mask_max,mask_mean,mask_std,adam_t,m_norm,v_norm,time_elapsed
0,29.95464517173263,6.460990498912895,0.0,1.0,0.2026608239053728,0.3502925436601616,0,0.0,0.0,0.0060460567474365234
1,29.89927647554967,6.470177814162738,0.0,1.0,0.20285127862884283,0.3495562817592854,1,0.6460990498912883,0.001307682672512082,0.012527942657470703
2,29.812341302111165,6.4438739415471975,0.0,1.0,0.20302806482054384,0.34888473231706474,2,1.2279287023269507,0.0026353048812082992,0.03729104995727539
3,29.683978307304116,6.380229034863383,0.0,1.0,0.2032033482973341,0.3482812466466878,3,1.7479210541881158,0.00396958210067788,0.04362082481384277
4,29.552097829444154,6.303028645139582,0.0,1.0,0.20338771735350852,0.34775072708159926,4,2.208111941625135,0.005296266852016372,0.049829959869384766
5,29.408998905440164,6.209638292795629,0.0,1.0,0.20359375316186562,0.3473081347881789,5,2.6128351628178543,0.00660886588430831,0.05600905418395996
6,29.278029590125495,6.1158801952375175,0.0,1.0,0.2038289469739349,0.3469615100233158,6,2.9657983287684218,0.007899691421229902,0.07267308235168457
7,29.163721066687145,6.025813448202947,0.0,1.0,0.2041045705839389,0.3467118093429994,7,3.2721882504217517,0.009167012895083421,0.08578205108642578
8,29.023810288298858,5.935592223371911,0.0,1.0,0.20442111109307376,0.34655348538191727,8,3.537323998787899,0.010411165147193088,0.1020209789276123
9,28.84184637365466,5.837631772129477,0.0,1.0,0.20477685961581224,0.34647747289593395,9,3.7658359270554986,0.0116312767480176,0.10973000526428223
10,28.683666746892996,5.746065889197224,0.0,1.0,0.20517118658550343,0.34647487192015486,10,3.9610223452562527,0.01282403816109969,0.12099790573120117
11,28.54814687227483,5.661180766902519,0.0,1.0,0.20560486408083234,0.346537474045808,11,4.127169704292407,0.013991827801309654,0.12849211692810059
12,28.445145958969185,5.589305952420528,0.0,1.0,0.20607532052840596,0.34665940040089943,12,4.268061707727357,0.015136809959467003,0.14830899238586426
13,28.359537393359666,5.521810812802549,0.0,1.0,0.20657821416210023,0.3468267093302388,13,4.387807242216598,0.016263211223226152,0.15491700172424316
14,28.299386485194873,5.464109970969577,0.0,1.0,0.20711535726784214,0.34703987055886515,14,4.4889987636953785,0.017371197317088506,0.166395902633667
15,28.258610731739044,5.411581556528216,0.0,1.0,0.20768556221020962,0.34729253011796457,15,4.574632087957779,0.018463069150044604,0.17716097831726074
16,28.23607122726146,5.363885650963961,0.0,1.0,0.20828802646147287,0.3475755821043187,16,4.646786820417894,0.019539120092906273,0.18376493453979492
17,28.2297437463003,5.320753583005097,0.0,1.0,0.20892070251663994,0.3478830431691298,17,4.707308642207489,0.020599477753620764,0.19365787506103516
18,28.23861703079383,5.28159215463541,0.0,1.0,0.2095812931242394,0.34820835658292726,18,4.7578802905224356,0.021644284109118762,0.20056819915771484
19,28.26884252421918,5.251215028011717,0.0,1.0,0.210270049053364,0.3485512119164836,19,4.799960201324019,0.022673635702345356,0.20768213272094727
20,28.308820858996803,5.224244450834959,0.0,1.0,0.2109853565308172,0.34890931442514406,20,4.835449714905792,0.02369014368024533,0.22520804405212402
21,28.35703797562406,5.201254501945375,0.0,1.0,0.21172403772178933,0.3492734744233454,21,4.865390369825809,0.024694044536378974,0.23257184028625488
22,28.4142035222933,5.180304942137479,0.0,1.0,0.21248778795015477,0.3496456068077641,22,4.890794388500386,0.025686047410739633,0.24040913581848145
23,28.46789778244986,5.157782595950796,0.0,1.0,0.21327567785275192,0.35002805326811576,23,4.91226680012945,0.02666619942938437,0.24794912338256836
24,28.521729957098646,5.135698835271277,0.0,1.0,0.2140848567207321,0.35042010740894697,24,4.929945150972209,0.027633341108657956,0.2553699016571045
25,28.581795362393425,5.116730908604124,0.0,1.0,0.21491135718330628,0.3508127315862531,25,4.944188224815828,0.028587305502846543,0.26285219192504883
26,28.644625796018623,5.0993117264893115,0.0,1.0,0.21575501941007338,0.351211395900023,26,4.955633784418177,0.029529083534904722,0.26918506622314453
