# ===========================================
# Inverse Lithography Optimization Log
# ===========================================
# Timestamp: 2026-03-10 12:25:24
# Optimizer Type: EdgeConstrained-sgd
# Loss Type: PE+NILS(Laplace Guard)
# Learning Rate: 0.1
# Initial Loss: 7145.615968
"# Target Shape: (1000, 1000)"
# Optimizer Parameters:
#   edge_pixel_range: 5
#   lambda_nils: 0.1
# ===========================================

iteration,loss,grad_norm,nils,mask_min,mask_max,mask_mean,mask_std,time_elapsed
0,7145.615968222493,500.5237218172113,2.3421276469496117,0.0,1.0,0.2407,0.42750849114374323,0.3361842632293701
1,6666.719367109208,487.08527703708097,2.354978589265793,0.0,1.0,0.24036663483904291,0.42677960095042017,0.6644842624664307
2,6234.389771259694,472.2752711744572,2.3671944098609723,0.0,1.0,0.2400595332707509,0.4261135668321987,0.9416670799255371
3,5846.33754297509,457.18305250279644,2.378776640612945,0.0,1.0,0.23977768832237858,0.42550565897886133,1.2239601612091064
4,5470.730135659236,441.18473398307884,2.3897476046972144,0.0,1.0,0.23951955835131603,0.42495083735497874,1.504333257675171
5,5134.778956435395,425.8499359557934,2.4001169940975187,0.0,1.0,0.2392848496580762,0.42444532094458715,1.8375539779663086
6,4833.87819521931,411.30466237985115,2.4099041242506334,0.0,1.0,0.23907173855967825,0.42398494912702134,2.1641921997070312
7,4563.8556200450075,397.5522307627323,2.419131062196721,0.0,1.0,0.23887830818141484,0.42356559468042043,2.4851279258728027
8,4321.693853561568,384.5780290618951,2.4277954176836536,0.0,1.0,0.23870335936698728,0.42318432912730447,2.8084850311279297
9,4104.7017045188,372.349858820358,2.435873019776724,0.0,1.0,0.23854630970946303,0.4228389748382178,3.1328961849212646
10,3910.340399266858,360.83156444901346,2.443318778344692,0.0,1.0,0.23840691887515464,0.4225276003341197,3.4556212425231934
11,3735.792918819121,349.96670128639107,2.4500585107301744,0.0,1.0,0.23828451348103877,0.4222487051380013,3.7863361835479736
12,3579.197476335564,339.73018630671123,2.4560671995787726,0.0,1.0,0.23817651478320598,0.42199994276334185,4.106353998184204
13,3440.6197446016677,330.2093504026244,2.46146938780172,0.0,1.0,0.23807759400074527,0.4217757240538022,4.387773036956787
14,3317.6922761986293,321.36821270368586,2.4663208021597685,0.0,1.0,0.23798506954291157,0.4215711992749705,4.688880920410156
15,3208.3808081117318,313.1670252613665,2.4706165975477754,0.0,1.0,0.23789861548171332,0.4213828712788642,5.0188329219818115
16,3111.1148527898577,305.5734034353304,2.4743620782977045,0.0,1.0,0.2378179420268485,0.42120752396851335,5.32873010635376
17,3024.703319215918,298.56404048798805,2.4775798814617405,0.0,1.0,0.2377434025115477,0.421041923891315,5.649480104446411
18,2948.0080609116444,292.11384442511553,2.4803171856748807,0.0,1.0,0.23767804276137103,0.4208818266939728,5.934092044830322
19,2880.3284533763167,286.23239677601254,2.4825951087457683,0.0,1.0,0.23762923385677706,0.42072134202934475,6.222525119781494
20,2821.350185253379,280.9599269634859,2.4842522713151354,0.0,1.0,0.23760821774035953,0.4205547072832789,6.497826099395752
21,2770.5712337519217,276.3455893679163,2.4847843663167404,0.0,1.0,0.2376299230512185,0.420379018279865,6.807276248931885
22,2725.5938334284992,272.31703299888227,2.483286459782473,0.0,1.0,0.23770925090421402,0.4202006930662781,7.133878231048584
23,2680.1675669475953,268.44653700384504,2.4788189133143383,0.0,1.0,0.2378509506858312,0.4200376440235683,7.458992004394531
24,2626.0340813440625,263.96325448613624,2.4713948323276793,0.0,1.0,0.23803463758355456,0.4199111060960438,7.754016160964966
25,2567.6262093643577,259.081839106991,2.4628194983597074,0.0,1.0,0.23821148970795572,0.419829032941544,8.063714265823364
26,2510.737593679425,254.23690796845176,2.455934022231981,0.0,1.0,0.23832528271699946,0.41977932676181107,8.391799211502075
27,2459.3837547191188,249.8375469334431,2.4525682339946506,0.0,1.0,0.23834911152571436,0.4197393679102832,8.725334167480469
28,2412.680382304012,245.7988111183491,2.4523175178016907,0.0,1.0,0.23829780267151052,0.4196958898430356,9.047518968582153
29,2369.6451145979436,241.969224139023,2.453813641420753,0.0,1.0,0.2382044406060158,0.4196477286548232,9.3711838722229
30,2330.3186053045843,238.36318392838933,2.4559780520201064,0.0,1.0,0.238095165286419,0.4195986404374275,9.833280086517334
31,2294.319136621667,234.7503258020462,2.4582674728935303,0.0,1.0,0.23798391682689668,0.41955017518753174,10.305559158325195
32,2261.6927080269593,231.3743120392789,2.460381768990531,0.0,1.0,0.23787757234633017,0.419503463385439,10.786327123641968
33,2231.9890887456504,228.2196340107867,2.462303749974954,0.0,1.0,0.2377772022505611,0.4194587734116552,11.219364881515503
34,2204.8493930482528,225.26923249381272,2.464047559291578,0.0,1.0,0.23768179239051043,0.4194175150156707,11.659456014633179
35,2179.8280522835735,222.4894315169574,2.4656868303511104,0.0,1.0,0.2375900004444014,0.4193793170436633,12.249712944030762
36,2156.745905668195,219.8694825746719,2.467209020372718,0.0,1.0,0.2375014465731858,0.41934409048051685,12.729402303695679
37,2135.3907591888883,217.39615346423136,2.468613694007859,0.0,1.0,0.23741635307848455,0.41931140318285487,13.143464088439941
38,2115.620256945391,215.06232548553345,2.4698806923333345,0.0,1.0,0.2373353538600193,0.41928080802529794,13.631180047988892
39,2097.325539438433,212.86389925796044,2.4709813867894734,0.0,1.0,0.2372595173714751,0.4192517837534216,14.132928133010864
40,2080.3496396767023,210.79100226537773,2.4719151907728873,0.0,1.0,0.23718914062842336,0.41922431652578,14.62716293334961
41,2064.5702992234246,208.8348820909251,2.4726869755122927,0.0,1.0,0.23712363191519958,0.41919862371068745,15.138721227645874
42,2046.1702576961334,206.58604616064463,2.473324964119249,0.0,1.0,0.23706213704663182,0.41917477341481535,15.63672924041748
43,2016.029374426057,203.0552781618437,2.4738082043391825,0.0,1.0,0.23700501565293164,0.41915304486588945,16.091357946395874
44,1987.13216808165,199.62574879829324,2.4740478891920445,0.0,1.0,0.23695514352934882,0.4191342171138278,16.520020008087158
45,1960.0533693186096,196.36544906032134,2.4741073792964468,0.0,1.0,0.23691092366405886,0.4191179905973081,16.98974919319153
46,1934.1105384408606,193.2053241104279,2.4740184866429606,0.0,1.0,0.2368715331402189,0.4191040639984688,17.483901977539062
47,1909.4054168318962,190.15885986147993,2.4738053346005753,0.0,1.0,0.2368362952003521,0.41909235882816886,17.950692892074585
48,1885.8398883222158,187.21857781339094,2.4734855364693695,0.0,1.0,0.2368047171472494,0.4190827810691971,18.37018132209778
49,1863.565911996725,184.4036518549488,2.4730736338746744,0.0,1.0,0.23677644541435713,0.4190751413695845,18.82371997833252
50,1842.0694739653836,181.66021802640677,2.4725744072523805,0.0,1.0,0.23675118142008617,0.4190694455042446,19.32269597053528
