# ===========================================
# Inverse Lithography Optimization Log
# ===========================================
# Timestamp: 2026-03-10 10:28:57
# Optimizer Type: EdgeConstrained-momentum
# Loss Type: PE (Edge-Constrained)
# Learning Rate: 0.2
# Initial Loss: 5903.255965
"# Target Shape: (1000, 1000)"
# Optimizer Parameters:
#   edge_pixel_range: 5
# ===========================================

iteration,loss,grad_norm,nils,mask_min,mask_max,mask_mean,mask_std,time_elapsed
0,5903.255964906646,975.6819054103952,2.3421276469496117,0.0,1.0,0.2407,0.42750849114374323,0.0,0.32190799713134766
1,4306.388736926547,775.0934861094419,2.389536096686592,0.0,1.0,0.2391874224498403,0.4249508230969748,195.13638108207886,0.6347799301147461
2,2584.2610474084327,473.64850456161435,2.469189190404376,0.0,1.0,0.23671559923341923,0.4215088254486317,339.7953556297892,0.936237096786499
3,1775.6721571506841,307.98383833284885,2.556084791425776,0.0,1.0,0.23406738120922163,0.418781058778888,413.87911369488506,1.2312190532684326
4,1432.3346981001014,252.09626168935813,2.6184026489080776,0.0,1.0,0.2320825755885743,0.41708945457746915,435.7847124568627,1.524393081665039
5,1417.985516362589,237.97546642291329,2.6567265397518405,0.0,1.0,0.23068049995545095,0.4160422046510086,433.4683343984932,1.8458600044250488
6,1820.0926457707092,293.53259414856785,2.644868512515835,0.0,1.0,0.23068356321243685,0.4154554069046978,415.6762399329337,2.16074800491333
7,2265.1353559562485,373.4001873949811,2.5199157481017576,0.0,1.0,0.23361215753486986,0.4168234327677405,381.2171604382235,2.472292184829712
8,3968.2712038295604,203.34643527433937,2.4129831614107253,0.0,1.0,0.23800954262377158,0.4208496961913717,351.8418944149684,2.7698848247528076
9,4570.021850867956,351.1273184619372,2.3579121553405864,0.0,1.0,0.24071485321313743,0.4242245129048021,356.14198404860934,3.072899103164673
10,5442.443412746066,597.0118953933156,2.3235767901299065,0.0,1.0,0.24225911594219532,0.4267939430531628,391.4280688304915,3.3768699169158936
11,6117.863317160065,729.1044815056696,2.3169423461965684,0.0,1.0,0.2425569491856711,0.42753092492566586,467.1586140772942,3.680129051208496
12,6150.172131434931,745.1660533516717,2.3206244799099958,0.0,1.0,0.24230099673180655,0.42742292100058843,571.7582823731069,4.004331111907959
13,5485.4530336911075,639.4225651970632,2.3380787608793883,0.0,1.0,0.24141814180667995,0.42631739034603533,681.3250870177802,4.319000005722046
14,4655.233669204488,455.44654825920196,2.368526795542119,0.0,1.0,0.24004941183036144,0.42461526529027516,769.4004749410468,4.618693828582764
15,4050.8025207664446,302.28777200071085,2.404590570147177,0.0,1.0,0.23853614887309296,0.42296867027603374,817.762235896991,4.911387920379639
16,3730.8994127501314,215.96847759083713,2.4384533295282242,0.0,1.0,0.23715593582332506,0.4217648843856713,830.169976708348,5.2398200035095215
17,3692.719913136232,203.33024639133868,2.4647999132019347,0.0,1.0,0.23608164026077622,0.4211002708439565,816.4811906918461,5.577579975128174
18,3672.0858685688704,206.79779023388207,2.4765295630492115,0.0,1.0,0.2355548319247312,0.42089745131197315,787.8109328900956,6.027814865112305
19,3613.8795472001993,187.30016524538027,2.4681352894218573,0.0,1.0,0.23578486831576176,0.42115082762274464,753.0440165135501,6.441147804260254
20,3562.0397013065995,177.3182813085413,2.4455218714853855,0.0,1.0,0.23655741223744303,0.421834591679452,725.8768877213822,6.779964923858643
21,3652.510567613161,215.85308385052167,2.4172522124242732,0.0,1.0,0.23755453793135972,0.42287123399609994,709.8075620087837,7.11103892326355
22,3930.928705214405,313.9104544697466,2.390796910403527,0.0,1.0,0.23850495327918494,0.4240036168209124,708.7293279981233,7.441673994064331
23,4298.710900832802,426.30579535274325,2.371481701529638,0.0,1.0,0.23920801986548942,0.4249043689245907,727.5771427498908,7.753559112548828
24,4524.244373644324,487.52306757950447,2.361752263155396,0.0,1.0,0.23957099849438457,0.4253527190855808,766.1995004337692,8.074007987976074
25,4386.079312105593,456.02750965047807,2.3620243041506086,0.0,1.0,0.23957649628518088,0.42528722266985775,815.7426863798739,8.377424001693726
26,4136.813735457386,388.5311436811474,2.3705502409222254,0.0,1.0,0.2392895094083174,0.42482049252800086,859.4328162158633,8.67731785774231
27,3855.7097851541394,310.5729490781303,2.3846279276514926,0.0,1.0,0.23878985883660306,0.42414523075727906,889.7297497270303,8.98735785484314
28,3683.7578006518697,263.0115352258473,2.40061726877127,0.0,1.0,0.238211239706141,0.42345523387164774,902.4861460074367,9.30323600769043
29,3601.873833721334,239.14935316324613,2.4154947061022507,0.0,1.0,0.23765905108451704,0.42289521250760825,902.6632125267721,9.652582883834839
30,3567.4346660477586,226.96676646136473,2.4267181943151286,0.0,1.0,0.23722943605555308,0.4225289230314191,895.266500364499,9.991611003875732
