# ===========================================
# Inverse Lithography Optimization Log
# ===========================================
# Timestamp: 2026-01-14 20:47:13
# Optimizer Type: momentum
# Loss Type: Comb(w=0.5)
# Learning Rate: 0.01
# Initial Loss: 3292.561034
# Target Shape: 1000x1000_cell1000_inverse_comb
# Optimizer Parameters:
#   momentum: 0.9
# ===========================================

iteration,loss,grad_norm,mask_min,mask_max,mask_mean,mask_std,velocity_norm,time_elapsed
0,3292.5610341460756,172.49688885262609,0.0,1.0,0.059254,0.23609947794097272,0.0,1.282500982284546
1,3298.458797258918,172.94051887873565,0.0,1.0,0.0592173258599587,0.23591209090546197,1.7249688885262693,2.47832989692688
2,3309.9271824743655,173.7920717961559,0.0,1.0,0.05914751802316913,0.235556370065259,3.2818767087735936,3.5698659420013428
3,3326.7920758828955,175.02449100248887,0.0,1.0,0.059047645647423604,0.23504967787345632,4.691606106766989,5.555535793304443
4,3349.4069125428855,176.62644501187478,0.0,1.0,0.05892036094255552,0.2344077690610216,5.972677267003434,7.068749904632568
5,3363.619802091936,177.8509099190684,0.0,1.0,0.058767945319547446,0.23364487663016079,7.141640544783271,8.255825996398926
6,3382.0973776741316,179.1346589511261,0.0,1.0,0.05859295825260964,0.23277483095154086,8.205945759068443,9.364251852035522
7,3401.3901083780665,180.45049860824108,0.0,1.0,0.058397859097084184,0.2318104899026021,9.176500251754359,10.559027910232544
8,3342.5031163542744,179.94689268776196,0.0,1.0,0.058184916540983275,0.2307637738805764,10.062850236245174,11.673006772994995
9,3297.914966363604,179.60630014191392,0.0,1.0,0.0579565992863756,0.22964756638684747,10.855091256851814,12.72985291481018
10,3271.7741990853306,179.46051519401487,0.0,1.0,0.057715156223852856,0.22847356361345764,11.564164126276468,13.801953077316284
11,3268.011042963227,179.52380155202036,0.0,1.0,0.05746263439770659,0.22725240950757836,12.200257780217902,15.788295030593872
12,3284.562373590509,179.6819646903716,0.0,1.0,0.05720092199297723,0.2259938263843445,12.77269750789109,16.982988119125366
13,3199.939897600429,176.8480936554472,0.0,1.0,0.05693179154433776,0.22470686674022822,13.288758411593456,18.129719018936157
14,3151.6262138979027,174.2499286150893,0.0,1.0,0.05665751002464646,0.22340277476596507,13.724169352816364,19.604665994644165
